loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
11000,11000,11000, 36 months,8.19,345.67,A,A4,OFFICE MGR,10+ years,MORTGAGE,46000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,433xx,OH
10000,10000,10000, 36 months,8.19,314.25,A,A4,Owner,3 years,RENT,150000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,945xx,CA
32000,32000,32000, 60 months,16.14,780.57,C,C4,welder,10+ years,RENT,165000,,Dec-18,Current,other,Other,585xx,ND
25000,25000,25000, 36 months,7.02,772.16,A,A2,,2 years,MORTGAGE,18000,Verified,Dec-18,Current,small_business,Business,902xx,CA
5000,5000,5000, 36 months,24.37,197.14,E,E2,teacher,< 1 year,OWN,68000,Source Verified,Dec-18,Current,house,Home buying,444xx,OH
35000,35000,35000, 36 months,14.47,1204.23,,,,< 1 year,MORTGAGE,85000,Verified,Dec-18,Current,home_improvement,Home improvement,917xx,CA
13000,13000,13000, 36 months,16.14,457.95,C,C4,Journeyman Mechanic,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,401xx,KY
8500,8500,8500, 36 months,11.31,279.53,B,B3,Supervisor,6 years,MORTGAGE,87000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,482xx,MI
37000,37000,37000, 60 months,8.19,753.6,A,A4,Biller,5 years,MORTGAGE,66000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,440xx,OH
40000,40000,40000, 60 months,20.89,1079.67,D,D4,Front Desk Manager ,10+ years,MORTGAGE,35000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,919xx,CA
20000,20000,20000, 60 months,14.47,470.26,C,C2,Head of Claims,8 years,RENT,115000,,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
20000,20000,20000, 36 months,10.72,652.13,B,B2,Office Manager,3 years,RENT,130000,,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
15000,15000,15000, 36 months,19.92,556.85,D,D3,Manager,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,891xx,NV
20000,20000,20000, 36 months,15.02,693.51,C,C3,Department Supervisor,5 years,RENT,40000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,923xx,CA
20000,20000,20000, 36 months,11.8,662.38,B,B4,Corporate Associate,1 year,RENT,200000,,Dec-18,Current,debt_consolidation,Debt consolidation,100xx,NY
20000,20000,20000, 60 months,10.33,428.2,B,B1,,,MORTGAGE,38400,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,176xx,PA
8500,8500,8500, 36 months,23.4,330.81,E,E1,Front Office Coordinator,10+ years,OWN,36000,Not Verified,Dec-18,Current,home_improvement,Home improvement,193xx,PA
2000,2000,1750, 36 months,12.98,67.37,B,B5,,< 1 year,RENT,18000,Source Verified,Dec-18,Fully Paid,moving,Moving and relocation,701xx,LA
40000,40000,40000, 36 months,10.33,1296.9,B,B1,Program Analyst,10+ years,MORTGAGE,126062,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,216xx,MD
5000,5000,5000, 36 months,13.56,169.83,C,C1,,,OWN,60000,Verified,Dec-18,Current,credit_card,Credit card refinancing,864xx,AZ
25000,25000,25000, 36 months,7.56,778.35,,,Vice President,8 years,OWN,135000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,802xx,CO
14000,14000,14000, 60 months,18.94,362.71,D,D2,Refinish tech,5 years,,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,335xx,FL
11500,11500,11500, 36 months,7.56,358.04,A,A3,Deputy,10+ years,MORTGAGE,66000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,490xx,MI
14000,14000,14000, 36 months,8.81,443.96,A,A5,Strategic Planning Manager,1 year,RENT,85000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
9800,9800,9800, 36 months,10.33,317.74,,,Engineering Coordinator,10+ years,MORTGAGE,70200,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,053xx,VT
28500,28500,28500, 36 months,8.81,903.78,A,A5,Production Patternmaker,4 years,RENT,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,902xx,CA
20000,20000,20000, 60 months,13.56,460.82,,,Buyer,< 1 year,,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,245xx,VA
10000,10000,10000, 36 months,7.56,311.34,A,A3,program asst./ part time bus driver,10+ years,,36000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,177xx,PA
5000,5000,5000, 36 months,11.31,164.43,B,B3,Carpenter,3 years,MORTGAGE,58000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,329xx,FL
10000,10000,10000, 36 months,8.19,314.25,A,A4,Parts Manager,3 years,MORTGAGE,58000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,150xx,PA
15000,15000,15000, 60 months,16.91,372.07,C,C5,,< 1 year,MORTGAGE,46000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,754xx,TX
10000,10000,10000, 36 months,10.33,324.23,B,B1,RN,2 years,MORTGAGE,83000,Not Verified,Dec-18,Current,home_improvement,Home improvement,810xx,CO
16500,16500,16500, 36 months,26.31,667.53,E,E4,Cap tech,3 years,MORTGAGE,45000,Verified,Dec-18,Current,credit_card,Credit card refinancing,190xx,PA
3900,3900,3900, 36 months,23.4,151.79,E,E1,Therapist,2 years,RENT,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
20000,20000,20000, 60 months,20.89,539.84,D,D4,Maintenance Technician ,5 years,,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,762xx,TX
9600,9600,9600, 36 months,15.02,332.89,C,C3,Lead Worker,2 years,RENT,50000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,570xx,SD
19200,19200,19200, 60 months,12.98,436.67,B,B5,Principal,2 years,,80500,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,386xx,MS
6000,6000,6000, 36 months,11.31,197.32,B,B3,,,OWN,25000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,919xx,CA
18000,18000,18000, 60 months,20.89,485.85,D,D4,Scaffold Builder/Forklift Driver,4 years,OWN,60000,Not Verified,Dec-18,Current,home_improvement,Home improvement,775xx,TX
19000,19000,19000, 60 months,8.19,386.99,A,A4,Police Major,10+ years,MORTGAGE,127000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,238xx,VA
6500,6500,6500, 36 months,6.46,199.11,A,A1,budget technician,10+ years,MORTGAGE,100000,,Dec-18,Current,credit_card,Credit card refinancing,902xx,CA
10000,10000,10000, 36 months,8.81,317.12,A,A5,,,OWN,34992,Not Verified,Dec-18,Current,major_purchase,Major purchase,321xx,FL
4000,4000,4000, 36 months,20.89,150.48,D,D4,Mecánico Electricista,< 1 year,RENT,54000,Not Verified,Dec-18,Current,other,Other,111xx,NY
3000,3000,3000, 36 months,24.37,118.29,E,E2,dispatcher,10+ years,OWN,,Source Verified,Dec-18,Current,vacation,Vacation,395xx,MS
14000,14000,14000, 36 months,8.19,439.94,A,A4,Driver,10+ years,RENT,68000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,932xx,CA
4750,4750,4750, 36 months,18.94,173.98,D,D2,,,RENT,15900,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,996xx,AK
17000,17000,17000, 60 months,13.56,391.7,C,C1,,6 years,RENT,135000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,481xx,MI
20125,20125,20125, 60 months,15.02,478.99,C,C3,Home lending officer,3 years,RENT,128000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
10000,10000,10000, 60 months,16.91,248.05,C,C5,Valet,1 year,RENT,46000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,902xx,CA
36000,36000,36000, 60 months,13.56,829.47,C,C1,Customer Service Represenative,10+ years,MORTGAGE,23000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,385xx,TN
9650,9650,9650, 36 months,8.81,306.02,A,A5,Director of Real Estate,10+ years,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,010xx,MA
21000,21000,21000, 60 months,13.56,483.86,,,Manager,10+ years,,78000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,295xx,SC
12600,12600,12600, 60 months,15.02,299.89,C,C3,Pharmacist Technician,10+ years,MORTGAGE,35000,Not Verified,Dec-18,Current,other,Other,070xx,NJ
35000,35000,35000, 36 months,8.81,1109.9,,,Technical Project Manager,< 1 year,RENT,156000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,372xx,TN
10000,10000,10000, 36 months,8.81,317.12,A,A5,Physical therapist assistant ,2 years,RENT,52000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,110xx,NY
30000,30000,30000, 36 months,10.33,972.68,,,Analyst,10+ years,MORTGAGE,101440,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,161xx,PA
14400,14400,14400, 36 months,16.91,512.76,C,C5,,10+ years,RENT,12000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,301xx,GA
6800,6800,6800, 36 months,6.46,208.29,A,A1,driver,2 years,MORTGAGE,77000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,018xx,MA
2500,2500,2500, 36 months,14.47,86.02,C,C2,,< 1 year,RENT,75000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,221xx,VA
20000,20000,20000, 36 months,7.56,622.68,A,A3,Central plant engineer ,8 years,RENT,80000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,017xx,MA
12800,12800,12800, 36 months,6.46,392.08,A,A1,General Manager,6 years,OWN,45000,,Dec-18,Current,debt_consolidation,Debt consolidation,325xx,FL
25750,25750,25750, 36 months,14.47,885.97,C,C2,,< 1 year,RENT,250000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,100xx,NY
22375,22375,22375, 36 months,10.72,729.57,B,B2,LPN,10+ years,MORTGAGE,47268,Source Verified,Dec-18,Current,home_improvement,Home improvement,727xx,AR
4800,4800,4800, 36 months,8.19,150.84,A,A4,CRM Administrator,< 1 year,MORTGAGE,115000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,019xx,MA
7800,7800,7800, 36 months,11.8,258.33,B,B4,IT SPECIALIST ,10+ years,MORTGAGE,90000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,960xx,CA
8000,8000,8000, 36 months,11.31,263.09,B,B3,Print room manager,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,other,Other,486xx,MI
40000,40000,40000, 36 months,10.33,1296.9,,,School Director ,10+ years,MORTGAGE,78000,Verified,Dec-18,Current,credit_card,Credit card refinancing,158xx,PA
18000,18000,18000, 36 months,10.72,586.92,B,B2,Affiliated Faculty,2 years,,62000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,019xx,MA
30000,30000,30000, 60 months,27.27,920.91,E,E5,,< 1 year,MORTGAGE,700000,Source Verified,Dec-18,Current,home_improvement,Home improvement,913xx,CA
32000,32000,32000, 60 months,13.56,737.31,C,C1,,,MORTGAGE,65000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,432xx,OH
30000,30000,30000, 36 months,16.91,1068.24,C,C5,Outside Sales Representative ,1 year,MORTGAGE,80000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,661xx,KS
10000,10000,10000, 36 months,11.31,328.86,B,B3,Driver,4 years,MORTGAGE,52000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,606xx,IL
8000,8000,8000, 36 months,16.14,281.81,C,C4,,,MORTGAGE,50000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
2000,2000,2000, 36 months,18.94,73.26,D,D2,Business Development ,2 years,RENT,42000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,841xx,UT
20000,20000,20000, 36 months,7.56,622.68,A,A3,Sales Operations Finance Manager,2 years,MORTGAGE,130000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
1000,1000,1000, 36 months,27.27,40.98,E,E5,Manager,1 year,RENT,30000,Not Verified,Dec-18,Current,other,Other,207xx,MD
10000,10000,10000, 36 months,12.98,336.85,B,B5,Accounts Payable Coordinator,2 years,RENT,60000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,850xx,AZ
7500,7500,7500, 36 months,6.46,229.74,A,A1,Legal Processing Assistant II,2 years,RENT,50000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
20500,20500,20500, 60 months,10.72,442.87,B,B2,Military,10+ years,RENT,76000,Source Verified,Dec-18,Current,major_purchase,Major purchase,323xx,FL
40000,40000,40000, 60 months,11.8,885.75,B,B4,Global Director of Strategy,2 years,OWN,267000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
23000,23000,23000, 60 months,14.47,540.8,,,,< 1 year,MORTGAGE,300000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,761xx,TX
18000,18000,18000, 36 months,11.31,591.95,B,B3,Operation Coordinator ,< 1 year,RENT,50000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
10000,10000,10000, 36 months,7.56,311.34,A,A3,Secretary,10+ years,OWN,55000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,932xx,CA
16000,16000,16000, 36 months,6.46,490.1,A,A1,,< 1 year,MORTGAGE,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,923xx,CA
28000,28000,28000, 60 months,12.98,636.8,B,B5,General Manager,5 years,MORTGAGE,269285,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,020xx,MA
9000,9000,9000, 36 months,19.92,334.11,D,D3,,,ANY,22380,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,319xx,GA
20000,20000,20000, 36 months,8.19,628.49,A,A4,,10+ years,RENT,17000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,497xx,MI
15000,15000,15000, 36 months,20.89,564.28,D,D4,Manager ,5 years,MORTGAGE,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,761xx,TX
30000,30000,30000, 60 months,27.27,920.91,E,E5,CX specialist,1 year,RENT,60000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
32000,32000,32000, 60 months,15.02,761.62,C,C3,,,MORTGAGE,18000,Verified,Dec-18,Current,home_improvement,Home improvement,070xx,NJ
2000,2000,1725, 36 months,11.8,66.24,B,B4,Registered nurse,2 years,RENT,,Not Verified,Dec-18,Current,other,Other,974xx,OR
2000,2000,1725, 36 months,11.8,66.24,,,Relationship  Manager ,3 years,MORTGAGE,43000,Not Verified,Dec-18,Current,other,Other,891xx,NV
15000,15000,15000, 36 months,17.97,542.07,D,D1,Operations Manager,3 years,RENT,86750,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,951xx,CA
40000,40000,40000, 36 months,6.46,1225.24,A,A1,,,RENT,125000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,941xx,CA
5000,5000,5000, 36 months,10.33,162.12,B,B1,,,,72000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,915xx,CA
7000,7000,7000, 36 months,6.46,214.42,A,A1,Tax Manager ,< 1 year,RENT,209000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,303xx,GA
9000,9000,9000, 36 months,8.19,282.82,A,A4,Technical Lead,< 1 year,RENT,95000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
7000,7000,7000, 36 months,13.56,237.76,C,C1,CNA,3 years,RENT,21000,Verified,Dec-18,Current,credit_card,Credit card refinancing,200xx,DC
6000,6000,6000, 36 months,11.31,197.32,,,Supply tech,3 years,MORTGAGE,60000,Source Verified,Dec-18,Current,home_improvement,Home improvement,402xx,KY
25000,25000,25000, 60 months,10.72,540.08,B,B2,Floor Supervisor ,5 years,MORTGAGE,90000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,240xx,VA
10000,10000,10000, 36 months,14.47,344.07,C,C2,Teacher assistant  ,10+ years,RENT,35000,Source Verified,Dec-18,Current,other,Other,209xx,MD
35000,35000,35000, 60 months,24.37,1014.41,E,E2,,< 1 year,RENT,78000,,Dec-18,Current,debt_consolidation,Debt consolidation,371xx,TN
9600,9600,9600, 36 months,8.19,301.68,A,A4,Credentialing Analyst ,3 years,RENT,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,850xx,AZ
16000,16000,16000, 60 months,14.47,376.21,C,C2,,,RENT,46100,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
15000,15000,15000, 36 months,6.46,459.47,A,A1,Director of Finance,4 years,RENT,175000,Not Verified,Dec-18,Current,moving,Moving and relocation,100xx,NY
6500,6500,6500, 36 months,18.94,238.07,D,D2,Veterans Service Representative,1 year,OWN,65500,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,029xx,RI
17500,17500,17500, 36 months,8.19,549.93,A,A4,social worker,5 years,MORTGAGE,80000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,383xx,TN
28000,28000,28000, 60 months,17.97,710.56,D,D1,Sales,10+ years,MORTGAGE,180000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,656xx,MO
30000,30000,30000, 60 months,14.47,705.38,,,Operations Manager,10+ years,MORTGAGE,115000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,890xx,NV
18000,18000,18000, 36 months,6.46,551.36,A,A1,Vice President,7 years,RENT,85000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,986xx,WA
18000,18000,18000, 60 months,11.8,398.59,B,B4,Recruiting Manager,4 years,OWN,85000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,481xx,MI
12000,12000,12000, 60 months,16.91,297.66,C,C5,Truck driver,2 years,RENT,48000,Source Verified,Dec-18,Current,car,Car financing,483xx,MI
20000,20000,20000, 60 months,16.91,496.09,C,C5,Yard Mananger,7 years,MORTGAGE,60000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,853xx,AZ
3600,3600,3600, 36 months,8.19,113.13,A,A4,Caregiver ,10+ years,MORTGAGE,30000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,880xx,NM
8500,8500,8500, 36 months,15.02,294.74,C,C3,Maintenance ,10+ years,MORTGAGE,45000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,681xx,NE
30000,30000,30000, 36 months,15.02,1040.26,C,C3,,< 1 year,RENT,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,805xx,CO
2500,2500,2500, 36 months,16.91,89.02,C,C5,Recreation Assistant ,10+ years,MORTGAGE,35000,Not Verified,Dec-18,Current,major_purchase,Major purchase,655xx,MO
7000,7000,7000, 36 months,18.94,256.38,D,D2,TA ELECTRICAL HELPER SIGNAL ,2 years,RENT,80000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,114xx,NY
25575,25575,25575, 60 months,18.94,662.59,D,D2,Leadership and Learning Coordinator,5 years,,59333,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,939xx,CA
21000,21000,21000, 60 months,12.98,477.6,B,B5,Driver,1 year,OWN,75000,Not Verified,Dec-18,Current,home_improvement,Home improvement,880xx,NM
5000,5000,5000, 36 months,14.47,172.04,C,C2,Support coordinator ,9 years,RENT,55000,Not Verified,Dec-18,Current,home_improvement,Home improvement,330xx,FL
27000,27000,27000, 36 months,8.19,848.46,,,,,MORTGAGE,119000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,908xx,CA
8000,8000,8000, 36 months,11.8,264.96,B,B4,Bartender,10+ years,MORTGAGE,82000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,067xx,CT
20000,20000,20000, 36 months,14.47,688.13,C,C2,,3 years,MORTGAGE,57340,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,720xx,AR
35000,35000,35000, 36 months,17.97,1264.81,D,D1,,< 1 year,OWN,250000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
19000,19000,19000, 60 months,15.02,452.21,,,Sales,2 years,RENT,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,322xx,FL
8000,8000,8000, 36 months,11.8,264.96,B,B4,,,OWN,20000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,562xx,MN
